AS23456,UN,4Byte ASN Place Holder
AS22920,US,BIAEDNET-INTERNET - Bureau of Indian Affairs Office of IndianEducation
AS34296,DE,MILLENICOM-AS MILLENI.COM
AS18422,TW,ITRINET-AS-TW Industrial Technology Research Institute
AS6295,US,WHIDBEY1 - Whidbey Internet Services
AS27185,US,DHS-INTERNET - Danbury Hospital - ITG
AS4765,TH,WORLDNET-AS World Net & Services Co., Ltd.
AS38083,AU,CURTIN-UNI-AS-AP Curtin University
AS21296,GB,ASN-PWC-UK Pricewaterhouse Coopers Services Ltd
AS14579,US,EDWARDJONES - Edward D. Jones & Co., L.P.
AS36137,CA,AVANTE-1 - Avante Hosting Services Inc.
AS45128,AU,ANSTO-AS-AP Australian Nuclear Science and Technology Organisation,
AS24775,GB,AS24775 QinetiQ Limited
AS10384,US,TVA - Tennessee Valley Authority
AS2037,US,CSUFRESNO - California State University at Fresno
AS31382,AT,KAPSCH-AS Kapsch BusinessCom AG
AS13476,US,MONTANA-STATE-UNIV - Montana State University - Billings
AS25809,US,BOSE-CORPORATION-US - Bose Corporation
AS34867,UA,COSMONOVA-AS Cosmonova LLC
AS4609,MO,CTM-MO Companhia de Telecomunicacoes de Macau SARL
AS10436,MX,Instituto Tecnol\195\179gico y de Estudios Superiores de Monterrey
AS31983,CA,QUEENSU-KINGSTON - Queen_s University
AS31581,HU,KOPINT-AS National Infocommunications Service Company Limited by Shares
AS377,US,SNLA-NET-AS - Sandia National Laboratories
AS348,US,DNIC-ASBLK-00306-00371 - DoD Network Information Center
AS2837,SE,SUNET-KI Karolinska Institutet
AS13855,US,CFU-NET - The Municipal Communications Utility of the City of Cedar Falls, Iowa
AS15967,PL,NETART NetArt Spolka Akcyjna Spolka Komandytowo-Akcyjna
AS7475,AU,UQ-COMMERCIAL-AP The University of Queensland
AS3248,AT,SIL-AT Tele2 Telecommunication GmbH
AS8245,AT,VIDEOBROADCAST-AS Video-Broadcast GmbH
AS23844,CN,BJ-GUANGHUAN-AP Beijing Guanghuan Xinwang Digital
AS12331,DE,AUDI AG
AS14981,US,KIRKLAND-ELLIS - Kirkland & Ellis LLP
AS11030,US,QUALCOMM - Qualcomm, Inc.
AS36902,SC,ASINTELVISION
AS13266,NL,POR-NET Havenbedrijf Rotterdam n.v.
AS5718,US,MECNET - Merrimack Education Center
AS2698,US,IASTATE-AS - Iowa State University
AS42525,DK,GlobalConnect a/s
AS41881,IR,FANAVA-AS Fanava Group
AS26463,US,MISD-NET - Macomb Intermediate School District
AS18715,US,NYPA - New York Power Authority
AS21594,US,IBSA - Interstate Battery System of America Inc.
AS19782,US,INDIANAGIGAPOP - Indiana University
AS3795,US,BRYNMAWR - Bryn Mawr College
AS1504,US,DNIC-AS-01504 - Headquarters, USAISC
AS35911,CA,BNQ-1 - Telebec
AS28519,MX,Universidad Autonoma de Guadalajara, A.C.
AS20807,RU,CREDOLINK-ASN Credolink ISP Autonomous System
AS25248,CZ,BLUETONE-AS RADIOKOMUNIKACE a.s.
AS8698,GB,Nationwide Building Society
AS15732,ES,IBERBANDA-SPAIN Iberbanda AS for Spanish operations
AS1948,EU,FR-RENATER-SAPHIR Education and research network of the Saclay plateau
AS42910,TR,SADECEHOSTING-COM Hosting Internet Hizmetleri Sanayi ve Ticaret Anonim Sirketi
AS21309,IT,CASAWEB-AS ACANTHO SPA
AS29791,US,VOXEL-DOT-NET - Voxel Dot Net, Inc.
AS50,US,ORNL-MSRNET - Oak Ridge National Laboratory
AS2701,US,KSU-NET - Kansas State University
AS7794,CA,GOLDEN - Golden Triangle On Line
AS32818,US,CSUOHIO-AS - Cleveland State University Computer Services
AS37,US,DNIC-AS-00037 - Navy Network Information Center (NNIC)
AS6591,US,INGR-ASN - Intergraph Corporation
AS4616,HK,HKPOLYU-HK Information Technology Services
AS10297,US,ENET-2 - eNET Inc.
AS8640,CH,ZFS-GROUP Zurich Insurance Company
AS1582,US,DNIC-ASBLK-01550-01601 - DoD Network Information Center
AS13682,GT,TELEFONICA MOVILES GUATEMALA S.A.
AS22323,US,UNIVERSITY-OF-CALIFORNIA-MERCED - University of California, Merced
AS12859,NL,NL-BIT BIT BV
AS25593,FR,LINKBYNET-AS Linkbynet S.A
AS25308,RU,CITYLAN-AS CityLanCom LTD
AS131,US,UCSB-NET-AS - University of California, Santa Barbara
AS28890,RU,INSYS-AS INSYS JSC
AS15180,BR,UOL DIVEO S.A.
AS16399,US,FIRSTCOMM-AS2 - First Communications LLC
AS34086,DE,SCZN-AS T-Systems International GmbH
AS10975,US,NET-AIG - American International Group Data Center, Inc.
AS27833,AR,BVNET S.A.
AS6661,LU,EPT-LU Entreprise des Postes et Telecommunications
AS33748,US,DSCI - DSCI Corporation
AS27283,US,RJF-INTERNET - Raymond James Financial, Inc.
AS9489,KR,KARINET-AS Korea Aerospace Research Institute
AS1312,US,VA-TECH-AS - Virginia Polytechnic Institute and State Univ.
AS9770,KR,SPEEDONSTV-AS-KR SOOSUNG CABLE TELEVISION INC
AS36313,US,LTICTASN01 - Lendingtools.com Inc.
AS19973,US,WBS-JAN-1 - WorldCom BroadBand Solutions
AS17762,IN,HTIL-TTML-IN-AP Tata Teleservices Maharashtra Ltd
AS15307,US,CHILDRENS-SEATTLE - Childrens Hospital and Regional Medical Center
AS19159,US,STING - Sting Communications
AS28545,MX,Cablemas Telecomunicaciones SA de CV
AS20617,GB,BNP-PARIBAS BNP PARIBAS SA
AS10849,US,DCCCD - Dallas County Community College District
AS12361,GR,PANAFONET-AS VODAFONE-PANAFON HELLENIC TELECOMMUNICATIONS COMPANY SA
AS7816,US,CTC - Concurrent Technologies Corporation
AS20191,CL,Pontificia Universidad Catolica de Chile
AS17231,US,ATT-CERFNET-BLOCK - AT&T Enhanced Network Services
AS3388,US,UNM-AS - University of New Mexico
AS41668,RU,ERTH-KAZAN-AS CJSC _ER-Telecom Holding_
AS34578,CH,BEDAG Bedag Informatik
AS19871,US,NETWORK-SOLUTIONS-HOSTING - Network Solutions, LLC
AS31117,SK,ENERGOTEL-AS Energotel, a.s.
AS41256,PL,SERVCOM-AS Servcom sp. z o.o.
AS2532,US,LOC - Library of Congress
AS3764,US,IA-HOU-AS - Internet America, Inc.
AS2024,US,NU - Northeast Utilities
AS22226,US,SFUSD - San Francisco Unified School District
AS63,US,LL-MI - Massachusetts Institute of Technology
AS12735,TR,ASTURKNET TurkNet Iletisim Hizmetleri A.S
AS25668,CA,CIPHERKEY - Cipherkey Exchange Corp.
AS29761,US,OC3-NETWORKS-AS-NUMBER Web Africa Proxy aut-num object
AS10343,US,NASA-AERONET-AS - National Aeronautics and Space Administration
AS8869,TR,SBS-AS2 Sim Net Telekomunikasyon Sanayi ve Ticaret Limited Sirketi
AS21804,CA,ACCESS-SK - Access Communications Co-operative Limited
AS24586,NL,NL-INTERMAX Intermax BV
AS6772,CH,IMPNET-AS ImproWare AG
AS7125,MX,Universidad de Monterrey
AS28477,MX,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS
AS20876,BG,EVRO-AS _GEO KOMERS 97_ EOOD
AS50810,IR,MOBINNET-AS Mobin Net Communication Company (Private Joint Stock)
AS50195,SI,UM University of Maribor
AS7788,CA,MAGMA-COMM - Magma Communications Ltd.
AS355,US,DNIC-ASBLK-00306-00371 - DoD Network Information Center
AS2878,RU,ULRT-AS OJSC Rostelecom
AS33084,US,DC-NET - DC-Net
AS24514,MY,MYREN-MY Malaysian Research & Education Network
AS9142,GB,Netline UK Ltd
AS24915,IT,ASN-TELEUNIT TELEUNIT S.P.A.
AS1586,US,DNIC-ASBLK-01550-01601 - DoD Network Information Center
AS44885,CH,VIDEO2000 Video 2000 S.A.
AS350,US,DNIC-ASBLK-00306-00371 - DoD Network Information Center
AS26026,US,BUTLER-UNIVERSITY - Butler University
AS17486,AU,SWIFTEL1-AP People Telecom Pty. Ltd.
AS45194,IN,SIPL-AS Syscon Infoway Pvt. Ltd., Internet Service Provider, India.
AS6700,RS,BEOTEL-AS BeotelNet-ISP d.o.o
AS29073,NL,ECATEL-AS AS29073, Ecatel Network
AS7014,US,XO-AS7014 - XO Communications
AS9381,HK,NEWTT-IP-AP Wharf T&T Ltd.
AS34123,RU,NETORN-AS Netorn LLC
AS12975,PS,PALTEL-AS PALTEL Autonomous System
AS7847,US,NASA-HPCC-ESS - NASA Goddard Space Flight Center
AS13315,US,HBSNET - Harvard Business School
AS15404,SE,COLT Technology Services Group Limited
AS15128,CA,COMWAVE-BGP-01 - Comwave Telecom Inc.
AS57293,AZ,AG-TELECOM-KATV1 AG Telecom LTD.
AS23623,JP,CHUO-U Chuo University
AS342,US,DNIC-ASBLK-00306-00371 - DoD Network Information Center
AS13056,RU,RT-TMB-AS OJSC Rostelecom
AS4813,CN,BACKBONE-GUANGDONG-AP China Telecom(Group)
AS15759,RU,DIN-AS OJSC Rostelecom
AS27887,DO,WIND Telecom S.A.
AS21286,NL,GETRONICS-AS KPN Corporate Market B.V.
AS9175,DE,CIRCIT Verlagsgruppe Handelsblatt
AS3267,RU,RUNNET State Institute of Information Technologies and
AS9003,FR,ASN-ALTITUDETELECOM Altitude Telecom SAS
AS37501,ZA,UOFS
AS28512,MX,Cablemas Telecomunicaciones SA de CV
AS35244,DE,KMS-DE_AS AS for KMS Munich
AS42811,FR,HERAULT-TELECOM-AS Herault Telecom
AS12469,NL,INFONET-NETHERLAND KPN B.V.
AS5939,US,DNIC-ASBLK-05800-06055 - DoD Network Information Center
AS36149,US,HAWAIIAN-TELCOM - Hawaiian Telcom Services Company, Inc.
AS50915,RO,ASEVERHOST S.C. Everhost S.R.L.
AS28787,AZ,BAKINTER-AS Baktelekom
AS3911,US,MIS-AS - Micron
AS5580,NL,ATRATO Atrato IP Networks
AS28751,GE,CAUCASUS-NET-AS Caucasus Online Ltd.
AS46780,US,SJUCSB-AS - Saint John_s University - College of Saint Benedict
AS8419,GB,HOTCHILLI Maxima Managed Services (Formerly: Hotchilli/DXI)
AS16097,DE,HLKOMM HL komm Telekommunikations GmbH
AS46562,US,COLO-AT-55-LLC - Colo at 55, LLC
AS1649,US,DNIC-AS-01649 - Headquarters, USAISC
AS15641,GB,ARQIVA Arqiva Communications Ltd
AS7872,US,USAP-ASN - United States Antarctic Program
AS9183,DE,Robert Bosch GmbH
AS21951,US,STOLAF - St. Olaf College
AS36926,KE,CKL1-ASN
AS9676,TW,SAVECOM-TW SaveCom Internation Inc.
AS7860,CA,UPEI-AS - University of Prince Edward Island
AS29944,US,LATISYS-ASHBURN - Latisys-Ashburn, LLC
AS36701,US,STETSON-UNIVERSITY - Stetson University
AS466,US,AFCONC-BLOCK1-AS - 754th Electronic Systems Group
AS1764,EU,NEXTLAYER-AS next layer Telekommunikationsdienstleistungs- GmbH
AS5653,US,UCSF - University of California San Francisco
AS7642,MV,DHIRAAGU-MV-AP Dhiraagu Internet Services
AS9340,ID,INDONET-AS-AP INDO Internet, PT
AS28624,BR,Oops Telecom
AS589,US,UNT-CAMPUS-AS - University of North Texas
AS23720,JP,FUSIONGOL-AS-AP Fusion Communication Corporation
AS4324,US,WHC-NET - WhiteHorse Communications, Inc.
AS10348,US,HTDC - High Technology Development Corporation
AS37978,AU,NETTAS-AS-AP Networking Tasmania
AS1474,US,DNIC-ASBLK-01474-01477 - Headquarters, USAISC
AS20875,BA,HPTNET-AS HT d.o.o. Mostar
AS38842,TW,GMC-AS-TW Global Mobile Corp.
AS17501,NP,WLINK-NEPAL-AS-AP WorldLink Communications Pvt Ltd
AS38565,NP,NCELL-AS-NP Ncell Pvt. Ltd.
AS30137,US,SEA-BROADBAND - Sea Broadband, LLC
AS15598,DE,QSC-AG-IPX QSC AG / ehem. IP Exchange GmbH
AS3452,US,UAB-AS - University of Alabama at Birmingham
AS37919,JP,SEGA SEGA CORPORATION
AS17687,JP,NICE National University Corporation Nagoya University
AS1466,US,DNIC-AS-01466 - Headquarters, USAISC
AS5501,DE,FRAUNHOFER-CLUSTER-BW Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.
AS28719,RU,HMFES OJSC Rostelecom
AS13189,SE,LIDERO Liden Data Internetwork AB
AS4493,MX,Universidad de Sonora
AS11596,US,BESTBUY - Best Buy Co., Inc.
AS12797,IT,ASN-ATLANET BT Italia S.p.A.
AS12730,RU,INECO_AS OJSC Rostelecom
AS41786,RU,ERTH-YOLA-AS CJSC _ER-Telecom Holding_
AS20299,GT,Newcom Limited
AS46832,US,UNIVERSITY-OF-MISSOURI-SYSTEM-INTER-CAMPUS-NETWORK - University of Missouri - dba the Missouri Research and Education Network (MOREnet)
AS10674,US,GRUCOM - Gainesville Regional Utilities
AS21680,US,GWLNET - Great-West Life Assurance Company
AS22700,US,USFCA - University of San Francisco
AS12684,LU,SES-LUX-AS SES ASTRA S.A.
AS21293,NO,ASN-NRK NRK Autonomous System
AS27325,US,CORENAP-AS - Core NAP, L.P.
AS8121,US,TCH - TCH Network Services
AS8508,PL,SILWEB-AS-EDU Silesian University of Technology, Computer Centre
AS13063,SE,SKF Sverige AB
AS13333,US,CCI-PA-AS-1 - Consolidated Communications, Inc.
AS13385,US,COMCAST-TELECOMM - Comcast Telecommunications, Inc.
AS1942,EU,FR-TIGRE Toile Informatique GREnobloise
AS40007,CA,STFX-UNIVERSITY - St. Francis Xavier University
AS17917,IN,QTLTELECOM-AS-AP Quadrant Televentures Limited
AS195,US,SDSC-AS - San Diego Supercomputer Center
AS26174,US,SVSU - Saginaw Valley State University
AS30143,US,BEKENG-ASN - BE&K Engineering Company, LLC
AS26335,US,MTSU - Middle Tennessee State University
AS46158,US,OCMBOCES - OCM BOCES
AS20640,DE,TITAN-NETWORKS Titan Networks Internet & Telecommunications
AS3316,RU,RELARN Association of scientific and educational organizations-computer networks users _RELARN_
AS8871,GB,CSI-NETWORKS Clements Shine Investments Limited
AS24138,CN,CRNET_BJ_IDC-CNNIC-AP China Tietong Telecommunication Corporation
AS35549,HR,METRONET-AS Metronet telekomunikacije d.d.
AS48161,RO,NG-AS SC NextGen Communications SRL
AS55577,IN,BEAMTELE-AS-AP Beam Telecom Pvt Ltd
AS45996,KR,GNJ-AS-KR G&J, LTD.
AS5647,US,ASN-KODAK - Eastman Kodak Company
AS38341,CN,CNNIC-HCENET-AP HEXIE Information technology Co., Ltd.
AS15991,SE,SWEDISH_TAX_AGENCY Swedish Tax Agency
AS9591,JP,NIFS National Institute for Fusion Science
AS6706,CZ,VOL-AS Volny a.s.
AS16022,GR,COSMOLINE COSMOLINE TELECOMMUNICATION SERVICES S.A.
AS15500,RU,OJSC Rostelecom
AS9070,BG,ITD ITD Network Bulgarian ISP
AS3225,KW,GULFNET-KUWAIT Gulfnet Kuwait
AS19530,US,NDIN-STATE - State of North Dakota, ITD
AS17343,US,SFWMD - South Florida Water Management District
AS23487,EC,CONECEL
AS26934,US,UNIVERSITY-OF-MISSOURI---COLUMBIA - University of Missouri-Columbia
AS16677,US,AZO - AutoZone Inc
AS27030,US,USCG-AS - United States Coast Guard
AS28571,BR,UNIVERSIDADE DE SAO PAULO
AS9993,JP,CTC-ODC ITOCHU Techno-Solutions Corporation
AS23576,KR,NHN-AS-KR NHN
AS46800,US,INFOLOGCORP - Information Logistics, Inc
AS25233,SA,AWALNET-ASN Arab Company For Internet & Communications Services (AwalNet)LLC
AS11650,US,PLDI - Pioneer Long Distance Inc.
AS30629,US,LCLARK - Lewis & Clark College
AS33632,US,MSU-EAGLE - Morehead State University
AS3313,IT,INET-AS BT Italia S.p.A.
AS32440,US,LONI - Louisiana Board of Regents/Louisiana Optical Network Initiative (LONI)
AS56120,TH,TOT-MOBILE-AS-AP TOT Public Company Limited
AS29497,RU,KUBANGSM CJSC Kuban-GSM
AS21487,RU,SAKHATELECOM-AS OJSC Rostelecom
AS40514,US,PAML - Pathology Associates Medical Laboratories
AS2683,EU,RADIO-MSU RADIO-MSU
AS6620,US,AS-6620 - AMA Communications, LLC
AS34624,DE,MEGASPACE-AS Megaspace Internet Services GmbH
AS45669,PK,MOBILINK-AS-PK PMCL /LDI IP TRANSIT
AS52228,CR,Cable Tica
AS27338,US,OTELCO-AL - Otelco Telephone, LLC
AS1498,US,DNIC-ASBLK-01498-01499 - Headquarters, USAISC
AS19925,CA,SWCHSC - Sunnybrook Health Sciences Centre
AS9293,HK,ARCSTAR-HK-AS-AP Arcstar-hk Route server
AS22923,CA,YESUP-389 - Yesup Ecommerce Solutions Inc.
AS8938,CH,ENERGIS-IP Energis Polska Sp. z.o.o.
AS116,US,TELCORDIA - Telcordia Technologies
AS30023,US,CYRUSONE-CIN - CyrusOne
AS3327,EE,LINXTELECOM Linxtelecom
AS29515,DE,HZD-AS Hessische Zentrale fuer Datenverarbeitung
AS11315,AR,Telef\195\179nica M\195\179viles Argentina S.A. (Movistar Argentina)
AS29333,DE,NORDAC-AS Capgemini Outsourcing Services GmbH
AS10349,US,TULANE - Tulane University
AS1451,US,DNIC-ASBLK-01451-01456 - Headquarters, USAISC
AS16095,DK,JAYNET jay.net a/s
AS1128,EU,TUDELFT-NL DTO TUDELFT, The Netherlands - AS
AS2418,EU,FR-ASNBLOCK2 FR-MAN-SOPHIA-ANTIPOLIS
AS20426,US,PWC-AS - PriceWaterhouseCoopers, LLP
AS40591,US,BUCKNELLUNIVERSITY - Bucknell University
AS24806,CZ,INTERNET-CZ INTERNET CZ, a.s.,
AS35000,RU,PROMETEY Prometey Ltd. Autonomous System
AS31930,CA,ETSMTL - Ecole de technologie superieure
AS47794,SA,ATHEEB-AS Etihad Atheeb Telecom Company
AS18612,US,TRI-NET-SOLUTIONS - Tri-Net Solutions LLC.
AS3454,MX,Universidad Autonoma de Nuevo Leon
AS32244,US,LIQUID-WEB-INC - Liquid Web, Inc.
AS3820,US,ACP - American Center for Physics
AS24572,JP,YAHOO-JP-AS-AP Yahoo Japan
AS1207,US,PSCNET-HS-TEST-AS - Pittsburgh Supercomputing Center
AS3221,EE,EENet
AS37146,ZM,realtime-as
AS22958,US,FIDELITY-001 - Fidelity Access Networks, LLC
AS3428,US,ESNET-AS - ESnet
AS8204,DE,FTA-NET Deutsche Telekom AG
AS637,US,DNIC-ASBLK-00616-00665 - DoD Network Information Center
AS15661,CH,Bank J. Safra Sarasin AG
AS3597,AR,Fundaci\195\179n InnovaT
AS46004,KR,SKBMIL SK Broadband Co Ltd
AS5307,US,DNIC-ASBLK-05120-05376 - DoD Network Information Center
AS27839,BO,Comteco Ltda
AS26210,BO,AXS Bolivia S. A.
AS7908,VE,BT LATAM Venezuela, S.A.
AS7332,US,LIGHTBOUND-AS - IQuest Internet
AS38662,KR,JUNGWOOCOMNET-AS-KR jungwoocomnet
AS8462,HU,CORYNET1 Tarr Kft.
AS27715,BR,Locaweb Servi\195\167os de Internet S/A
AS3848,CA,WORLDLINX-2 - WorldLinx Telecommunications, Inc.
AS21284,GR,VIVODI-AS ON S.A.
AS21558,US,SC-JOHNSON - S.C. Johnson & Son, Inc.
AS9371,JP,SAKURA-C SAKURA Internet Inc.
AS13101,DE,TNG-AS ennit server GmbH
AS54771,US,PLAN-CBL - Plantation Cablevision Inc.
AS34127,DE,MUNICH-AIRPORT-AS Flughafen Muenchen GmbH
AS12066,DO,TRICOM
AS9931,TH,CAT-AP The Communication Authoity of Thailand, CAT
AS25609,US,DMC - Detroit Medical Center
AS18177,TW,NCKU-TW National Cheng Kung University
AS21412,LT,CGATES-AS UAB _Cgates_
AS7643,VN,VNPT-AS-VN Vietnam Posts and Telecommunications (VNPT)
AS12861,TR,DEKSAR Vestel Elektronik Sanayi ve Ticaret A.S.
AS53442,CA,CITY-OF-COQUITLAM - City of Coquitlam
AS29119,ES,SERVIHOSTING-AS ServiHosting Networks S.L.
AS9,US,CMU-ROUTER - Carnegie Mellon University
AS31034,IT,ARUBA-ASN Aruba S.p.A.
AS12768,RU,ER-TELECOM-AS CJSC _ER-Telecom Holding_
AS29946,US,UNION-CELL - Union Cellular
AS53480,US,VAULTASVA-ASN - Vaultas Alexandria, LLC
AS8771,RS,YUNET-AS YUnet International d.o.o.
AS10217,ID,NTT-NET-ID-AS PT. NTT Indonesia
AS39005,FR,MEDIALYS MEDI@LYS
AS9367,JP,TITECH Tokyo Institute of Technology
AS32098,US,TRANSTELCO-INC - Transtelco Inc
AS12355,DE,HAMCOM-DE HeLi NET Telekommunikation GmbH & Co. KG
AS383,87,2007-01-30 |
AS2504,JP,NCA5 Kyoto University
AS19184,US,UWECNET - University of Wisconsin - Eau Claire
AS15611,IR,IROST-AS Iranian Research Organization for Science & Technology
AS84,US,DNIC-AS-00084 - Navy Network Information Center (NNIC)
AS5760,US,BIDDEFORD1 - Biddeford Internet Corp
AS3390,US,UMKCNET - University of Missouri - Kansas City
AS6851,LV,BKCNET _SIA_ IZZI
AS29208,SK,DIALTELECOM-AS Dial Telecom, a.s.
AS4927,US,IMPU Impulse Internet Services
AS24106,PH,DMPI-AS-AP DMPI, Digitel Mobile Philippines Inc.,
AS17707,JP,EDGE-JP-AP AS for DATAHOTEL, which is one of iDC in Japan,
AS11930,US,FUSION-FISERV - Fiserv Pittsburgh
AS37081,AO,movicel-as
AS12025,US,IO-DATA-CENTERS - IO Capital Princess, LLC
AS13238,RU,YANDEX Yandex LLC
AS3603,CO,University de Los Andes
AS8248,GR,GR-EDUNET Greek High-School Internet Network
AS186,US,CUA-AS - The Catholic University of America
AS15763,DE,ASDOKOM DOKOM Gesellschaft fuer Telekommunikation mbH
AS2003,US,EPRI-PA - Electric Power Research Institute
AS2041,US,STNORBERTCOLLEGE - St. Norbert College
AS11979,US,BLUENET - Bluegrass Network LLC
AS6262,AU,CSIRO Commonwealth Scientific and Industrial
AS1495,US,DNIC-ASBLK-01494-01495 - Headquarters, USAISC
AS34695,IT,E4A-AS E4A s.r.l.
AS22576,US,LAYER3-ASN - Layered Technologies, Inc.
AS27773,SV,MILLICOM CABLE EL SALVADOR S.A. DE C.V.
AS85,US,AERO-NET - The Aerospace Corporation
AS18812,US,NEWWAVECOMM - New Wave Communications
AS27026,US,NETWORKMARYLAND - networkMaryland
AS44775,RU,ECOM-DON-AS ZAO ELECTRO-COM DON Autonomous system
AS19739,US,COUNTY-SANBERNARDINO - County of San Bernardino
AS8788,UA,ADAMANT ADAMANT, Ltd.
AS19991,US,FIRSTENERGYCORP - FirstEnergy
AS32308,US,8X8-AS - 8x8, Inc.
AS13809,US,UAMS-ASN - University of Arkansas for Medical Sciences
AS11039,US,GWU - The George Washington University
AS8437,AT,UTA-AS Tele2 Telecommunication GmbH
AS21948,US,BROCADE Brocade Communications Systems, Inc.
AS45960,MY,YTLCOMMS-AS-AP YTL COMMUNICATIONS SDN BHD
AS47,US,USC-AS - University of Southern California
AS12414,NL,NL-SOLCON SOLCON
AS25977,US,HCCS - HOUSTON COMMUNITY COLLEGE SYSTEM
AS55824,IN,RSMANI-NKN-AS-AP National Knowledge Network
AS343,US,DNIC-ASBLK-00306-00371 - DoD Network Information Center
AS8792,DE,ASVNET Axel Springer AG
AS34145,RU,TOMTEL LLC TOMTEL
AS6932,US,EBSCOPUB - EBSCO Publishing
AS17939,JP,MCN-NET01 miyazaki cabletelevision network Co.,LTD
AS10175,KR,HCNKUMHO-AS-KR Kumho Cable
AS6356,US,NERDCNET - Northeast Regional Data Center
AS1569,US,DNIC-ASBLK-01550-01601 - DoD Network Information Center
AS7393,US,CYBERCON - CYBERCON, INC.
AS22373,US,PEGS - Pegasus Solutions, Inc.
AS2768,US,ERIE-COUNTY - The County of Erie
AS34168,RU,ELCOM-ISP-AS OJSC Rostelecom
AS8570,RU,LES OJSC Rostelecom
AS22315,US,SBCSS - San Bernardino County Superintendent of Schools
AS5415,UA,GU CJSC Global Ukraine
AS12772,RU,ENFORTA-AS Enforta Autonomous System
AS1500,US,DNIC-ASBLK-01500-01502 - Headquarters, USAISC
AS5661,US,USF - UNIVERSITY OF SOUTH FLORIDA
AS15399,KE,WANANCHI-KE
AS51074,IR,MABNA GOSTARESH-E-ERTEBATAT-E MABNA COMPANY (Private Joint Stock)
AS38397,KR,GSEDU-AS-KR GANGSEO DISTRICT OFFICE OF EDUCATION IN SEOUL
AS10843,US,AITNET - Advanced Internet Technologies
AS22488,US,TL-NYALB - Cengage Learning Inc
AS29873,US,BIZLAND-SD - The Endurance International Group, Inc.
AS7136,US,ONLY - Only Networking Inc. (ONLY2-DOM)
AS21050,KW,FAST-TELCO Fast Telecommunications Company W.L.L.
AS22089,US,HALLMARK - Hallmark Cards Inc.
AS15735,MT,DATASTREAM-NET GO p.l.c.
AS9925,HK,HKTHOST-AP Powerbase DataCenter Services (HK) Ltd.
AS24297,JP,FCN Osaka Prefecture University
AS47027,CA,SEASIDE-COMM - Seaside Communications, Inc.
AS9366,JP,SOLITON SOLITON-NET
AS16161,IT,BANCALOMBARDA UBI SISTEMI E SERVIZI S.c.p.A.
AS24273,JP,CANON CANON INC.
AS32727,US,ACS-EAGAN - Affiliated Computer Services, Inc.
AS6261,US,VISINET - NetTelcos
AS17854,KR,CABLELINE-AS-KR Tbroadjeonjubroadcast
AS41581,DE,ALCANET-DE-AS Alcanet International Deutschland GmbH
AS21548,CA,MTO - MTO Telecom Inc.
AS9911,SG,CONNECTPLUS-AP Singapore Telecom
AS18434,US,FNIS - Fidelity National Information Services, Inc.
AS6364,US,ATLANTIC-NET - Atlantic.net, Inc.
AS7522,JP,STCN STNet, Incorporated
AS8116,US,GUIDANT - Guidant Corporation
AS11659,US,KUMC - University of Kansas Medical Center
AS5563,RU,URAL CJSC Ural WES
AS4528,HK,HKU-AS-HK The University of Hong Kong
AS1533,US,DNIC-AS-01533 - Headquarters, USAISC
AS31452,BH,MTC-VB-AS MTC-Vodafone Bahrain
AS11042,US,LANDIS-HOLDINGS-INC - Landis Holdings Inc
AS23148,US,TERREMARK Terremark
AS56830,RU,ASCHITATTK Transtelekom - Chita CJSC
AS8953,RO,ASN-ORANGE-ROMANIA Orange Romania SA
AS31400,DE,ACCELERATED-IT Accelerated IT Services GmbH
AS3778,US,TEMPLE - Temple University
AS36236,US,VR-HOSTED Host Virtual, Inc
AS32531,US,FORDHAM-UNIVERSITY - Fordham University
AS3661,HK,ERX-CUHKNET The Chinese University of Hong Kong
AS1510,US,DNIC-ASBLK-01509-01510 - Headquarters, USAISC
AS8094,ZA,PUKNET
AS15935,CZ,HA-VEL-LOCAL-AS ha-vel internet s r.o.
AS9785,ID,JASATELNET-AS-ID Jasa Terpadu Telematika (Jasatel)
AS37342,MZ,MOVITEL
AS3909,US,QWEST-AS-3908 - Qwest Communications Company, LLC
AS29295,GB,NORTHGATE-IS Northgate Information Solutions UK Limited
AS18558,US,NETBLK-RCOEK - Riverside County Office of Education
AS20738,GB,AS20738 Webfusion Internet Solutions
AS42863,PT,TMN-AS TMN Autonomous System
AS15196,US,MDDOT - Maryland Department of Transportation
AS1527,US,DNIC-AS-01527 - Headquarters, USAISC
AS6200,US,UIC-AS - University of Illinois at Chicago
AS16852,US,LVLT-16852 - Level 3 Communications, Inc.
